,softwareUnderstanding,understandingConcepts,practiceSM,testSM,tipo_estudante
79,0.96,0.6,0.87,1.5899999999999999,2
80,1.38,0.8099999999999999,1.44,0.8999999999999999,1
81,0.32999999999999996,0.285,0.9149999999999999,0.825,2
82,0.21,0.22499999999999998,1.155,0.16499999999999998,2
83,0.54,0.39,0.6599999999999999,0.8999999999999999,2
84,1.71,0.975,1.815,1.9349999999999998,0
85,0.54,0.39,0.84,1.3499999999999999,2
86,0.32999999999999996,0.285,0.705,0.525,2
87,1.23,0.735,2.025,1.4549999999999998,1
88,0.32999999999999996,0.285,0.7949999999999999,0.9149999999999999,2
89,1.5,0.87,1.02,1.29,3
90,1.05,0.645,1.005,0.615,2
91,0.32999999999999996,0.285,0.585,0.6749999999999999,2
92,1.44,0.84,1.92,1.98,0
93,0.75,0.495,1.7249999999999999,1.6949999999999998,1
94,0.96,0.6,0.48,1.29,2
95,0.75,0.495,0.585,1.095,2
96,0.75,0.495,1.305,1.395,2
97,0.75,0.495,0.40499999999999997,0.855,2
98,0.32999999999999996,0.285,1.4849999999999999,0.5549999999999999,2
99,0.75,0.495,1.605,1.005,2
100,1.5899999999999999,0.9149999999999999,1.665,1.395,1
101,0.84,0.5549999999999999,1.5,1.5,1
102,1.47,0.87,0.9149999999999999,0.765,2
103,0.54,0.40499999999999997,0.99,1.41,2
104,0.54,0.40499999999999997,1.17,1.41,2
105,0.42,0.345,0.9299999999999999,1.08,2
106,0.42,0.345,0.87,0.69,2
107,0.42,0.345,0.32999999999999996,0.24,2
108,1.05,0.6749999999999999,0.615,0.645,2
109,1.29,0.7949999999999999,1.4549999999999998,0.705,1
110,0.87,0.6,1.6949999999999998,0.615,1
111,0.75,0.54,1.185,1.125,2
112,0.6,0.46499999999999997,0.42,1.74,2
113,0.42,0.39,0.24,1.47,2
114,0.54,0.44999999999999996,0.6599999999999999,0.84,2
115,0.42,0.39,1.38,1.23,2
116,0.32999999999999996,0.345,0.525,0.375,2
117,0.87,0.615,1.395,0.765,2
118,0.42,0.39,0.87,0.32999999999999996,2
119,0.84,0.615,0.42,1.74,2
120,0.78,0.585,0.42,0.6599999999999999,2
121,0.42,0.40499999999999997,0.32999999999999996,1.3499999999999999,2
122,0.36,0.375,1.2,0.44999999999999996,2
123,0.54,0.46499999999999997,0.96,1.41,2
124,0.42,0.42,0.72,1.23,2
125,0.63,0.525,0.345,0.435,2
126,1.1099999999999999,0.765,1.515,1.2449999999999999,1
127,1.08,0.75,0.63,1.17,2
128,0.12,0.27,1.3499999999999999,0.69,2
129,1.3199999999999998,0.87,2.01,1.95,1
130,1.3499999999999999,0.885,1.905,1.095,1
131,0.21,0.315,1.4549999999999998,1.155,2
132,0.72,0.57,1.74,1.74,1
133,0.42,0.42,0.8999999999999999,0.87,2
134,1.17,0.8099999999999999,0.765,2.085,3
135,0.84,0.645,0.78,1.65,2
136,0.87,0.6599999999999999,1.305,0.645,2
137,0.87,0.6599999999999999,1.905,1.065,1
138,1.05,0.75,0.6749999999999999,1.005,2
139,1.05,0.75,1.155,1.065,2
140,1.05,0.75,1.125,0.735,2
141,1.05,0.75,1.905,0.615,1
142,1.02,0.735,0.51,0.9299999999999999,2
143,1.05,0.75,1.095,1.365,2
144,1.05,0.75,1.2449999999999999,0.9149999999999999,2
145,1.05,0.75,1.4849999999999999,1.785,3
146,1.05,0.75,0.975,0.855,2
147,1.05,0.75,1.9349999999999998,0.615,1
148,1.3499999999999999,0.8999999999999999,1.605,1.515,1
149,0.42,0.435,1.05,0.99,2
150,1.3499999999999999,0.8999999999999999,1.9649999999999999,1.755,1
151,1.53,0.99,2.085,2.145,0
152,0.42,0.435,1.17,0.51,2
153,0.42,0.435,1.08,0.36,2
154,1.3499999999999999,0.8999999999999999,2.025,1.605,1
155,1.3199999999999998,0.885,0.9299999999999999,2.07,3
156,1.8599999999999999,1.155,2.2199999999999998,0.99,1
157,0.51,0.48,1.7249999999999999,1.4849999999999999,1
158,0.42,0.435,1.1099999999999999,0.27,2
159,1.38,0.9149999999999999,1.38,1.38,1
160,1.38,0.9149999999999999,0.72,0.84,2
161,0.54,0.495,1.26,0.48,2
162,0.54,0.495,1.68,1.23,2
163,0.54,0.495,1.38,0.87,2
164,0.54,0.495,0.99,1.41,2
165,0.54,0.495,1.71,0.32999999999999996,2
166,1.65,1.05,1.605,2.295,0
167,1.1099999999999999,0.78,0.855,1.275,2
168,0.6,0.525,0.72,0.32999999999999996,2
169,0.99,0.72,1.605,1.155,1
170,1.44,0.945,2.16,1.05,1
171,1.74,1.095,1.2,2.01,3
172,0.42,0.435,0.44999999999999996,0.99,2
173,1.38,0.9149999999999999,1.6199999999999999,0.9299999999999999,1
174,0.63,0.54,1.125,0.615,2
175,0.63,0.54,0.9149999999999999,0.9149999999999999,2
176,0.63,0.54,1.605,1.4849999999999999,1
177,0.63,0.54,1.785,1.2149999999999999,1
178,0.63,0.54,1.095,1.2149999999999999,2
179,0.63,0.54,1.605,1.095,2
180,0.63,0.54,0.645,0.525,2
181,0.63,0.54,0.40499999999999997,1.335,2
182,0.63,0.54,1.785,1.155,1
183,1.8299999999999998,1.14,1.815,1.665,0
184,0.42,0.435,0.6599999999999999,1.1099999999999999,2
185,0.6599999999999999,0.5549999999999999,1.08,1.29,2
186,0.96,0.705,1.23,1.56,3
187,1.26,0.855,1.68,1.1099999999999999,1
188,1.26,0.855,1.26,0.96,2
189,1.56,1.005,0.84,1.3499999999999999,3
190,0.96,0.705,0.54,1.05,2
191,0.96,0.705,0.75,1.98,3
192,0.96,0.705,0.75,1.05,2
193,0.96,0.705,0.99,1.14,2
194,1.29,0.87,1.9349999999999998,1.425,1
195,0.96,0.705,1.65,1.92,3
196,0.96,0.705,0.6599999999999999,1.53,2
197,0.96,0.705,1.44,1.3499999999999999,1
198,0.96,0.705,1.17,1.1099999999999999,2
199,1.53,0.99,1.335,1.035,1
200,1.92,1.185,1.68,1.8299999999999998,0
201,1.65,1.05,0.855,1.9349999999999998,3
202,1.74,1.095,1.8299999999999998,2.07,0
203,0.75,0.6,1.755,1.545,1
204,0.75,0.6,0.615,1.125,2
205,0.75,0.6,1.035,0.435,2
206,0.75,0.6,1.515,0.5549999999999999,2
207,0.75,0.6,0.6749999999999999,1.305,2
208,0.75,0.6,1.305,1.605,2
209,1.3199999999999998,0.885,1.1099999999999999,1.26,3
210,0.75,0.6,0.6749999999999999,1.2449999999999999,2
211,0.75,0.6,1.875,0.615,1
212,0.75,0.6,0.825,0.6749999999999999,2
213,0.75,0.6,0.735,0.9149999999999999,2
214,0.75,0.6,1.755,1.815,1
215,0.75,0.6,0.645,1.875,3
216,0.75,0.6,0.645,1.305,2
217,0.75,0.6,1.845,0.40499999999999997,1
218,1.3199999999999998,0.885,1.68,1.44,1
219,1.5899999999999999,1.02,1.095,1.425,3
220,0.9299999999999999,0.69,1.335,1.2149999999999999,2
221,0.78,0.615,1.44,0.8099999999999999,2
222,1.71,1.08,1.2149999999999999,1.785,3
223,0.78,0.615,1.68,1.26,1
224,1.5899999999999999,1.02,1.335,1.515,3
225,1.17,0.8099999999999999,1.125,2.0549999999999997,3
226,1.17,0.8099999999999999,1.185,1.755,3
227,1.17,0.8099999999999999,1.6949999999999998,1.065,1
228,1.17,0.8099999999999999,1.635,0.6749999999999999,1
229,1.17,0.8099999999999999,0.705,1.515,3
230,1.17,0.8099999999999999,0.975,1.395,3
231,1.17,0.8099999999999999,0.885,0.705,2
232,1.23,0.84,1.6949999999999998,0.645,1
233,1.05,0.75,0.705,0.735,2
234,1.23,0.84,1.095,0.945,2
235,0.8099999999999999,0.63,1.035,1.395,2
236,1.5,0.975,1.05,2.04,3
237,0.32999999999999996,0.39,1.095,1.515,2
238,0.42,0.435,0.63,1.68,2
239,1.41,0.9299999999999999,1.9349999999999998,1.9349999999999998,0
240,1.2,0.825,0.8999999999999999,1.8599999999999999,3
241,0.32999999999999996,0.39,0.975,1.065,2
242,0.84,0.645,1.2,1.8599999999999999,3
243,0.84,0.645,0.99,1.65,3
244,0.32999999999999996,0.39,0.825,1.125,2
245,0.84,0.645,1.2,1.5,2
246,1.2,0.825,0.96,2.04,3
247,1.2,0.825,0.99,1.71,3
248,0.84,0.645,1.2,1.1099999999999999,2
249,0.84,0.645,1.8599999999999999,1.38,1
250,0.84,0.645,1.5899999999999999,1.08,1
251,0.63,0.5549999999999999,1.155,0.435,2
252,0.42,0.44999999999999996,1.05,1.5,2
253,0.57,0.525,0.525,0.525,2
254,1.47,0.975,0.975,1.815,3
255,1.05,0.765,1.7249999999999999,1.065,1
256,0.54,0.51,0.87,0.6,2
257,1.02,0.75,1.77,1.44,1
258,0.75,0.615,1.785,0.525,1
259,0.84,0.6749999999999999,1.23,0.48,2
260,0.32999999999999996,0.42,1.005,1.635,2
261,0.32999999999999996,0.42,1.065,1.575,2
262,1.17,0.855,2.025,1.095,1
263,0.54,0.54,0.78,0.8999999999999999,2
264,0.96,0.75,0.78,1.5899999999999999,3
265,0.9299999999999999,0.735,1.065,1.185,2
266,0.84,0.69,1.47,1.74,3
267,0.54,0.54,1.26,1.29,2
268,0.42,0.48,0.32999999999999996,1.17,2
269,1.6199999999999999,1.08,2.01,1.5,1
270,0.57,0.5549999999999999,1.005,1.785,2
271,0.42,0.48,0.8099999999999999,1.02,2
272,0.63,0.6,0.6749999999999999,1.605,2
273,0.32999999999999996,0.44999999999999996,1.005,1.065,2
274,1.17,0.87,0.825,1.515,3
275,0.75,0.6599999999999999,0.375,1.605,2
276,1.29,0.9299999999999999,1.6949999999999998,0.6749999999999999,1
277,0.6599999999999999,0.615,1.56,0.69,2
278,1.26,0.9149999999999999,0.87,1.6199999999999999,3
279,1.53,1.05,2.0549999999999997,2.175,0
280,1.05,0.8099999999999999,1.065,1.515,3
281,0.96,0.765,1.6199999999999999,1.29,1
282,0.96,0.765,0.48,0.54,2
283,0.75,0.6599999999999999,1.755,1.035,1
284,0.42,0.495,0.27,0.24,2
285,0.42,0.495,0.24,0.63,2
286,1.38,0.975,2.04,0.99,1
287,0.63,0.6,0.5549999999999999,1.2449999999999999,2
288,0.87,0.72,1.7249999999999999,1.335,1
289,0.63,0.6,1.425,0.315,2
290,0.8099999999999999,0.69,0.645,1.035,2
291,0.54,0.5549999999999999,1.26,0.36,2
292,0.75,0.6599999999999999,1.515,1.395,1
293,0.84,0.705,1.38,1.47,2
294,0.63,0.6,1.275,0.315,2
295,1.1099999999999999,0.84,0.885,1.605,3
296,0.75,0.6599999999999999,1.035,1.395,2
297,0.21,0.40499999999999997,0.645,1.395,2
298,0.8999999999999999,0.75,1.14,1.68,3
299,0.36,0.48,1.44,0.69,2
300,0.6599999999999999,0.63,0.32999999999999996,1.5,2
301,0.75,0.6749999999999999,0.945,0.945,2
302,1.56,1.08,2.13,1.77,0
303,0.32999999999999996,0.46499999999999997,0.285,1.065,2
304,0.8099999999999999,0.705,1.2449999999999999,1.095,2
305,0.75,0.6749999999999999,1.005,1.875,3
306,0.8999999999999999,0.75,0.72,1.65,3
307,0.63,0.615,1.635,1.515,1
308,2.07,1.335,1.815,1.845,0
309,0.75,0.6749999999999999,1.065,1.4549999999999998,2
310,0.0,0.3,1.02,0.44999999999999996,2
311,0.63,0.615,0.525,0.735,2
312,0.63,0.63,1.605,0.825,2
313,0.75,0.69,1.515,1.4549999999999998,1
314,1.5,1.065,2.19,2.16,0
315,0.51,0.57,1.2149999999999999,1.425,2
316,0.75,0.69,0.615,1.635,2
317,0.32999999999999996,0.48,0.735,1.4849999999999999,2
318,1.8599999999999999,1.2449999999999999,0.9299999999999999,2.01,3
319,0.84,0.735,0.51,1.5899999999999999,2
320,0.84,0.735,1.29,0.63,2
321,0.54,0.585,0.42,0.87,2
322,0.69,0.6599999999999999,1.635,1.125,1
323,1.05,0.84,1.2149999999999999,2.025,3
324,0.54,0.585,0.42,1.5,2
325,0.78,0.705,1.7999999999999998,1.29,1
326,0.57,0.6,0.885,0.525,2
327,0.63,0.63,1.335,0.375,2
328,0.63,0.63,1.2149999999999999,1.125,2
329,1.2,0.9149999999999999,1.6199999999999999,0.75,1
330,1.41,1.02,2.145,1.9949999999999999,0
331,0.75,0.69,0.40499999999999997,1.635,2
332,0.84,0.75,0.96,1.68,3
333,0.84,0.75,1.74,1.2,1
334,0.87,0.765,1.9349999999999998,1.065,1
335,0.96,0.8099999999999999,0.78,0.8999999999999999,2
336,0.99,0.825,1.9349999999999998,1.035,1
337,0.75,0.705,0.765,1.815,3
338,0.75,0.705,1.7249999999999999,1.005,1
339,0.75,0.705,1.125,1.4849999999999999,2
340,0.75,0.705,0.40499999999999997,1.275,2
341,0.54,0.6,1.65,1.74,1
342,0.54,0.6,1.5899999999999999,1.14,2
343,0.21,0.435,0.6749999999999999,0.135,2
344,0.75,0.705,0.825,0.825,2
345,1.05,0.855,0.5549999999999999,0.765,2
346,1.38,1.02,0.69,0.87,2
347,1.47,1.065,2.175,1.2449999999999999,1
348,0.32999999999999996,0.495,0.7949999999999999,0.6749999999999999,2
349,1.05,0.855,1.005,0.7949999999999999,2
350,0.54,0.6,1.56,0.6,2
351,0.63,0.645,1.515,1.7249999999999999,3
352,1.17,0.9149999999999999,1.275,1.365,3
353,0.15,0.40499999999999997,0.945,1.395,2
354,0.72,0.69,1.17,0.36,2
355,1.08,0.87,0.87,1.95,3
356,1.92,1.29,1.17,1.53,3
357,0.54,0.6,0.96,1.41,2
358,1.14,0.8999999999999999,1.26,1.56,3
359,1.53,1.095,1.4549999999999998,1.2449999999999999,1
360,0.84,0.75,1.17,1.3199999999999998,2
361,2.16,1.425,2.04,2.13,0
362,1.5,1.095,1.95,1.6199999999999999,1
363,0.78,0.735,1.8599999999999999,1.8299999999999998,1
364,1.17,0.9299999999999999,0.6749999999999999,0.9149999999999999,2
365,0.57,0.63,1.365,1.755,3
366,1.3199999999999998,1.005,1.47,1.5899999999999999,3
367,0.57,0.63,0.945,0.46499999999999997,2
368,1.05,0.87,1.845,1.2149999999999999,1
369,0.96,0.825,0.48,1.53,2
370,1.05,0.87,1.335,1.9949999999999999,3
371,0.57,0.63,1.065,1.2449999999999999,2
372,1.74,1.2149999999999999,1.8299999999999998,1.92,0
373,0.12,0.40499999999999997,1.5,1.14,2
374,0.57,0.63,1.095,1.425,2
375,0.32999999999999996,0.51,1.2449999999999999,1.515,2
376,1.47,1.08,0.855,0.9149999999999999,2
377,0.57,0.63,1.635,0.765,2
378,0.6,0.645,1.65,0.6,2
379,0.6,0.645,1.17,1.65,2
380,0.8999999999999999,0.7949999999999999,0.87,1.38,2
381,0.42,0.5549999999999999,0.36,0.87,2
382,0.42,0.5549999999999999,0.87,1.65,2
383,1.38,1.035,0.78,2.16,3
384,0.42,0.5549999999999999,0.87,0.54,2
385,1.5899999999999999,1.14,1.185,2.175,3
386,1.2,0.945,1.41,1.5899999999999999,3
387,1.5,1.095,1.3499999999999999,1.71,3
388,1.3499999999999999,1.02,0.945,1.275,3
389,1.05,0.87,1.095,1.035,2
390,0.42,0.5549999999999999,0.87,0.36,2
391,0.42,0.5549999999999999,0.8999999999999999,1.17,2
392,1.05,0.87,1.005,1.4549999999999998,3
393,1.38,1.035,2.19,2.01,0
394,1.05,0.87,1.155,1.275,2
395,1.41,1.05,1.575,0.975,1
396,1.05,0.87,1.785,1.9649999999999999,3
397,2.28,1.4849999999999999,1.47,1.14,0
398,1.05,0.87,1.2149999999999999,1.9649999999999999,3
399,1.05,0.87,0.705,0.9149999999999999,2
400,1.68,1.185,1.68,2.28,0
401,1.23,0.96,0.6749999999999999,1.7249999999999999,3
402,1.2,0.945,0.6,1.7999999999999998,3
403,1.2,0.945,1.7999999999999998,1.71,1
404,1.29,0.99,1.9349999999999998,1.155,1
405,1.89,1.29,1.005,2.205,3
406,1.05,0.87,0.645,1.4549999999999998,2
407,1.95,1.3199999999999998,1.2449999999999999,1.005,1
408,0.75,0.72,1.185,0.705,2
409,1.05,0.87,0.765,1.365,2
410,1.05,0.87,1.4549999999999998,1.9649999999999999,3
411,0.78,0.735,0.99,0.87,2
412,1.38,1.035,0.72,2.1,3
413,0.63,0.6599999999999999,1.155,0.435,2
414,0.78,0.735,0.96,1.2,2
415,0.63,0.6599999999999999,0.705,0.735,2
416,0.63,0.6599999999999999,1.305,0.6749999999999999,2
417,0.63,0.6599999999999999,1.665,1.575,1
418,0.63,0.6599999999999999,1.515,0.705,2
419,1.8299999999999998,1.26,2.205,1.7249999999999999,0
420,0.63,0.6599999999999999,1.305,1.815,3
421,0.63,0.6599999999999999,1.155,1.515,2
422,0.63,0.6599999999999999,0.495,0.6749999999999999,2
423,0.63,0.6599999999999999,0.375,1.4849999999999999,2
424,1.65,1.17,1.9349999999999998,1.6949999999999998,0
425,1.77,1.23,1.2149999999999999,1.815,3
426,0.87,0.78,1.7249999999999999,1.785,1
427,0.78,0.735,0.84,0.8099999999999999,2
428,1.92,1.305,1.41,2.1,0
429,0.87,0.78,1.395,1.785,3
430,0.21,0.44999999999999996,0.9149999999999999,0.315,2
431,0.87,0.78,1.845,0.525,1
432,1.3199999999999998,1.005,1.5,0.9299999999999999,1
433,1.3499999999999999,1.02,1.395,1.065,1
434,0.21,0.44999999999999996,0.285,1.395,2
435,1.14,0.9149999999999999,1.23,0.9299999999999999,2
436,0.78,0.735,0.84,1.26,2
437,0.78,0.735,0.99,1.23,2
438,1.26,0.975,1.71,1.71,1
439,1.3499999999999999,1.02,1.845,1.545,1
440,1.38,1.035,1.38,2.07,3
441,0.87,0.78,1.785,0.855,1
442,0.99,0.84,0.615,1.9349999999999998,3
443,1.5,1.095,1.17,2.01,3
444,1.2,0.945,1.56,1.89,3
445,1.38,1.035,0.69,1.3499999999999999,3
446,0.99,0.84,1.6949999999999998,1.275,1
447,0.69,0.69,0.345,1.155,2
448,0.87,0.78,1.425,0.46499999999999997,2
449,1.26,0.975,1.38,1.74,3
450,1.08,0.885,1.14,1.98,3
451,1.47,1.08,1.815,1.905,0
452,0.84,0.765,1.41,0.99,2
453,0.84,0.765,0.75,1.71,3
454,1.17,0.9299999999999999,1.875,1.7249999999999999,1
455,0.84,0.765,0.57,1.3199999999999998,2
456,1.26,0.975,0.84,1.23,2
457,0.84,0.765,1.14,1.23,2
458,1.26,0.975,2.1,1.23,1
459,0.84,0.765,1.56,1.71,3
460,1.74,1.2149999999999999,1.38,1.26,1
461,1.38,1.035,1.89,2.01,0
462,0.96,0.825,1.05,1.3199999999999998,2
463,1.29,0.99,2.085,1.605,1
464,0.96,0.825,1.8599999999999999,1.7999999999999998,1
465,0.99,0.84,1.185,1.9949999999999999,3
466,0.72,0.705,0.84,1.2,2
467,0.84,0.765,1.68,1.1099999999999999,1
468,0.84,0.765,0.42,1.56,2
469,1.29,0.99,1.635,0.855,1
470,0.84,0.765,0.44999999999999996,1.7999999999999998,3
471,0.84,0.765,1.29,1.65,3
472,1.29,0.99,1.635,1.365,1
473,1.08,0.885,2.01,1.65,1
474,1.92,1.305,1.77,2.37,0
475,1.6199999999999999,1.155,2.04,1.5899999999999999,0
476,1.6199999999999999,1.155,0.8099999999999999,2.1,3
477,1.53,1.1099999999999999,1.4549999999999998,0.945,1
478,1.08,0.885,0.99,0.99,2
479,1.38,1.035,0.75,1.68,3
480,0.39,0.54,1.305,1.305,2
481,1.47,1.08,0.975,1.095,3
482,0.96,0.825,1.77,1.56,1
483,1.17,0.9299999999999999,1.7249999999999999,1.2149999999999999,1
484,1.17,0.9299999999999999,2.085,0.945,1
485,1.5,1.095,1.77,1.29,1
486,1.1099999999999999,0.8999999999999999,0.765,1.755,3
487,1.5899999999999999,1.14,1.4549999999999998,0.855,1
488,1.17,0.9299999999999999,1.6949999999999998,0.6749999999999999,1
489,1.17,0.9299999999999999,1.905,1.785,1
490,1.29,0.99,1.2149999999999999,0.885,1
491,1.17,0.9299999999999999,1.875,0.6749999999999999,1
492,1.17,0.9299999999999999,1.9349999999999998,1.755,1
493,1.17,0.9299999999999999,1.065,1.395,3
494,1.17,0.9299999999999999,1.275,1.815,3
495,1.5899999999999999,1.14,1.665,0.885,1
496,1.17,0.9299999999999999,0.945,1.425,3
497,0.96,0.825,1.68,0.51,1
498,1.41,1.05,1.125,1.155,3
499,1.17,0.9299999999999999,1.4849999999999999,1.905,3
500,0.96,0.825,0.57,1.77,3
501,1.17,0.9299999999999999,1.7249999999999999,1.845,3
502,1.3499999999999999,1.02,1.605,0.945,1
503,1.17,0.9299999999999999,1.845,0.855,1
504,1.29,0.99,1.275,0.645,1
505,1.29,0.99,1.9349999999999998,1.575,1
506,1.1099999999999999,0.8999999999999999,1.065,1.605,3
507,1.17,0.9299999999999999,1.875,0.9149999999999999,1
508,1.17,0.9299999999999999,0.9149999999999999,1.065,2
509,1.38,1.035,1.98,1.02,1
510,0.75,0.72,0.435,1.815,3
511,0.75,0.72,1.065,0.975,2
512,0.75,0.72,1.035,0.735,2
513,0.75,0.72,0.46499999999999997,1.7249999999999999,2
514,0.75,0.72,1.575,0.375,2
515,1.1099999999999999,0.8999999999999999,1.905,1.815,1
516,0.75,0.72,0.735,1.335,2
517,0.75,0.72,0.765,0.945,2
518,1.98,1.335,1.38,2.28,0
519,0.96,0.825,1.38,1.02,2
520,0.96,0.825,1.3499999999999999,1.74,3
521,0.75,0.72,1.395,1.815,3
522,0.75,0.72,0.765,1.845,3
523,1.44,1.065,1.56,1.47,1
524,0.39,0.54,0.615,0.495,2
525,1.02,0.855,0.69,0.8999999999999999,2
526,1.38,1.035,1.65,1.5899999999999999,1
527,1.56,1.125,2.1,0.96,1
528,0.54,0.615,0.75,1.44,2
529,0.54,0.615,0.8999999999999999,0.54,2
530,0.54,0.615,1.08,1.74,2
531,0.54,0.615,1.5899999999999999,0.6599999999999999,2
532,0.75,0.72,1.155,1.005,2
533,0.54,0.615,0.32999999999999996,0.51,2
534,0.54,0.615,0.39,1.3499999999999999,2
535,0.54,0.615,1.47,1.77,3
536,0.54,0.615,1.77,0.72,1
537,0.75,0.72,0.6749999999999999,1.035,2
538,0.75,0.72,0.645,0.735,2
539,1.68,1.185,1.53,1.6199999999999999,3
540,1.56,1.125,2.25,0.84,1
541,1.02,0.855,1.3199999999999998,1.77,3
542,1.02,0.855,1.56,1.23,1
543,1.56,1.125,1.23,1.5899999999999999,3
544,0.99,0.84,1.515,1.125,1
545,2.1,1.395,1.47,2.4,0
546,0.32999999999999996,0.51,0.6749999999999999,0.345,2
547,0.78,0.735,0.78,0.8099999999999999,2
548,0.96,0.825,0.63,1.95,3
549,1.2,0.96,1.38,0.6599999999999999,1
550,0.54,0.63,0.99,0.27,2
551,1.2,0.96,1.1099999999999999,0.63,2
552,0.72,0.72,0.36,1.8299999999999998,3
553,0.54,0.63,0.57,0.69,2
554,1.3199999999999998,1.02,0.8099999999999999,1.05,2
555,0.63,0.6749999999999999,0.495,0.585,2
556,0.63,0.6749999999999999,1.185,0.645,2
557,0.63,0.6749999999999999,0.945,1.6949999999999998,2
558,1.77,1.2449999999999999,2.385,1.095,1
559,1.05,0.885,1.605,1.125,1
560,0.84,0.78,0.51,1.05,2
561,0.84,0.78,1.92,0.51,1
562,1.05,0.885,1.905,0.975,1
563,0.96,0.84,0.87,1.77,3
564,1.29,1.005,0.885,0.885,2
565,0.75,0.735,1.785,1.635,1
566,0.32999999999999996,0.525,1.605,1.185,2
567,1.1099999999999999,0.9149999999999999,1.2149999999999999,0.825,2
568,0.32999999999999996,0.525,0.495,0.525,2
569,0.87,0.7949999999999999,1.185,0.645,2
570,0.99,0.855,1.635,1.365,1
571,1.17,0.945,0.705,1.575,3
572,0.21,0.46499999999999997,0.285,0.855,2
573,1.17,0.945,0.975,1.065,2
574,0.96,0.84,1.89,0.75,1
575,0.99,0.855,1.6949999999999998,0.7949999999999999,1
576,0.9299999999999999,0.825,1.425,1.785,3
577,0.78,0.75,1.38,0.57,2
578,0.84,0.7949999999999999,1.74,0.54,1
579,1.26,1.005,0.72,0.63,2
580,0.57,0.6599999999999999,0.735,0.315,2
581,0.78,0.765,1.89,1.29,1
