,Unnamed: 0,softwareUnderstanding,understandingConcepts,practiceSM,testSM,tipo_estudante
77,77,3.2399999999999998,1.8599999999999999,4.14,2.16,1
78,78,3.6599999999999997,2.07,3.63,3.81,0
79,79,1.92,1.2,1.74,3.1799999999999997,2
80,80,2.76,1.6199999999999999,2.88,1.7999999999999998,1
81,81,0.6599999999999999,0.57,1.8299999999999998,1.65,2
82,82,0.42,0.44999999999999996,2.31,0.32999999999999996,2
83,83,1.08,0.78,1.3199999999999998,1.7999999999999998,2
84,84,3.42,1.95,3.63,3.8699999999999997,0
85,85,1.08,0.78,1.68,2.6999999999999997,2
86,86,0.6599999999999999,0.57,1.41,1.05,2
87,87,2.46,1.47,4.05,2.9099999999999997,1
88,88,0.6599999999999999,0.57,1.5899999999999999,1.8299999999999998,2
89,89,3.0,1.74,2.04,2.58,3
90,90,2.1,1.29,2.01,1.23,2
91,91,0.6599999999999999,0.57,1.17,1.3499999999999999,2
92,92,2.88,1.68,3.84,3.96,0
93,93,1.5,0.99,3.4499999999999997,3.3899999999999997,1
94,94,1.92,1.2,0.96,2.58,2
95,95,1.5,0.99,1.17,2.19,2
96,96,1.5,0.99,2.61,2.79,2
97,97,1.5,0.99,0.8099999999999999,1.71,2
98,98,0.6599999999999999,0.57,2.9699999999999998,1.1099999999999999,2
99,99,1.5,0.99,3.21,2.01,2
100,100,3.1799999999999997,1.8299999999999998,3.33,2.79,1
101,101,1.68,1.1099999999999999,3.0,3.0,1
102,102,2.94,1.74,1.8299999999999998,1.53,2
103,103,1.08,0.8099999999999999,1.98,2.82,2
104,104,1.08,0.8099999999999999,2.34,2.82,2
105,105,0.84,0.69,1.8599999999999999,2.16,2
106,106,0.84,0.69,1.74,1.38,2
107,107,0.84,0.69,0.6599999999999999,0.48,2
108,108,2.1,1.3499999999999999,1.23,1.29,2
109,109,2.58,1.5899999999999999,2.9099999999999997,1.41,1
110,110,1.74,1.2,3.3899999999999997,1.23,1
111,111,1.5,1.08,2.37,2.25,2
112,112,1.2,0.9299999999999999,0.84,3.48,2
113,113,0.84,0.78,0.48,2.94,2
114,114,1.08,0.8999999999999999,1.3199999999999998,1.68,2
115,115,0.84,0.78,2.76,2.46,2
116,116,0.6599999999999999,0.69,1.05,0.75,2
117,117,1.74,1.23,2.79,1.53,2
118,118,0.84,0.78,1.74,0.6599999999999999,2
119,119,1.68,1.23,0.84,3.48,2
120,120,1.56,1.17,0.84,1.3199999999999998,2
121,121,0.84,0.8099999999999999,0.6599999999999999,2.6999999999999997,2
122,122,0.72,0.75,2.4,0.8999999999999999,2
123,123,1.08,0.9299999999999999,1.92,2.82,2
124,124,0.84,0.84,1.44,2.46,2
125,125,1.26,1.05,0.69,0.87,2
126,126,2.2199999999999998,1.53,3.03,2.4899999999999998,1
127,127,2.16,1.5,1.26,2.34,2
128,128,0.24,0.54,2.6999999999999997,1.38,2
129,129,2.6399999999999997,1.74,4.02,3.9,1
130,130,2.6999999999999997,1.77,3.81,2.19,1
131,131,0.42,0.63,2.9099999999999997,2.31,2
132,132,1.44,1.14,3.48,3.48,1
133,133,0.84,0.84,1.7999999999999998,1.74,2
134,134,2.34,1.6199999999999999,1.53,4.17,3
135,135,1.68,1.29,1.56,3.3,2
136,136,1.74,1.3199999999999998,2.61,1.29,2
137,137,1.74,1.3199999999999998,3.81,2.13,1
138,138,2.1,1.5,1.3499999999999999,2.01,2
139,139,2.1,1.5,2.31,2.13,2
140,140,2.1,1.5,2.25,1.47,2
141,141,2.1,1.5,3.81,1.23,1
142,142,2.04,1.47,1.02,1.8599999999999999,2
143,143,2.1,1.5,2.19,2.73,2
144,144,2.1,1.5,2.4899999999999998,1.8299999999999998,2
145,145,2.1,1.5,2.9699999999999998,3.57,3
146,146,2.1,1.5,1.95,1.71,2
147,147,2.1,1.5,3.8699999999999997,1.23,1
148,148,2.6999999999999997,1.7999999999999998,3.21,3.03,1
149,149,0.84,0.87,2.1,1.98,2
150,150,2.6999999999999997,1.7999999999999998,3.9299999999999997,3.51,1
151,151,3.06,1.98,4.17,4.29,0
152,152,0.84,0.87,2.34,1.02,2
153,153,0.84,0.87,2.16,0.72,2
154,154,2.6999999999999997,1.7999999999999998,4.05,3.21,1
155,155,2.6399999999999997,1.77,1.8599999999999999,4.14,3
156,156,3.7199999999999998,2.31,4.4399999999999995,1.98,1
157,157,1.02,0.96,3.4499999999999997,2.9699999999999998,1
158,158,0.84,0.87,2.2199999999999998,0.54,2
159,159,2.76,1.8299999999999998,2.76,2.76,1
160,160,2.76,1.8299999999999998,1.44,1.68,2
161,161,1.08,0.99,2.52,0.96,2
162,162,1.08,0.99,3.36,2.46,2
163,163,1.08,0.99,2.76,1.74,2
164,164,1.08,0.99,1.98,2.82,2
165,165,1.08,0.99,3.42,0.6599999999999999,2
166,166,3.3,2.1,3.21,4.59,0
167,167,2.2199999999999998,1.56,1.71,2.55,2
168,168,1.2,1.05,1.44,0.6599999999999999,2
169,169,1.98,1.44,3.21,2.31,1
170,170,2.88,1.89,4.32,2.1,1
171,171,3.48,2.19,2.4,4.02,3
172,172,0.84,0.87,0.8999999999999999,1.98,2
173,173,2.76,1.8299999999999998,3.2399999999999998,1.8599999999999999,1
174,174,1.26,1.08,2.25,1.23,2
175,175,1.26,1.08,1.8299999999999998,1.8299999999999998,2
176,176,1.26,1.08,3.21,2.9699999999999998,1
177,177,1.26,1.08,3.57,2.4299999999999997,1
178,178,1.26,1.08,2.19,2.4299999999999997,2
179,179,1.26,1.08,3.21,2.19,2
180,180,1.26,1.08,1.29,1.05,2
181,181,1.26,1.08,0.8099999999999999,2.67,2
182,182,1.26,1.08,3.57,2.31,1
183,183,3.6599999999999997,2.28,3.63,3.33,0
184,184,0.84,0.87,1.3199999999999998,2.2199999999999998,2
185,185,1.3199999999999998,1.1099999999999999,2.16,2.58,2
186,186,1.92,1.41,2.46,3.12,3
187,187,2.52,1.71,3.36,2.2199999999999998,1
188,188,2.52,1.71,2.52,1.92,2
189,189,3.12,2.01,1.68,2.6999999999999997,3
190,190,1.92,1.41,1.08,2.1,2
191,191,1.92,1.41,1.5,3.96,3
192,192,1.92,1.41,1.5,2.1,2
193,193,1.92,1.41,1.98,2.28,2
194,194,2.58,1.74,3.8699999999999997,2.85,1
195,195,1.92,1.41,3.3,3.84,3
196,196,1.92,1.41,1.3199999999999998,3.06,2
197,197,1.92,1.41,2.88,2.6999999999999997,1
198,198,1.92,1.41,2.34,2.2199999999999998,2
199,199,3.06,1.98,2.67,2.07,1
200,200,3.84,2.37,3.36,3.6599999999999997,0
201,201,3.3,2.1,1.71,3.8699999999999997,3
202,202,3.48,2.19,3.6599999999999997,4.14,0
203,203,1.5,1.2,3.51,3.09,1
204,204,1.5,1.2,1.23,2.25,2
205,205,1.5,1.2,2.07,0.87,2
206,206,1.5,1.2,3.03,1.1099999999999999,2
207,207,1.5,1.2,1.3499999999999999,2.61,2
208,208,1.5,1.2,2.61,3.21,2
209,209,2.6399999999999997,1.77,2.2199999999999998,2.52,3
210,210,1.5,1.2,1.3499999999999999,2.4899999999999998,2
211,211,1.5,1.2,3.75,1.23,1
212,212,1.5,1.2,1.65,1.3499999999999999,2
213,213,1.5,1.2,1.47,1.8299999999999998,2
214,214,1.5,1.2,3.51,3.63,1
215,215,1.5,1.2,1.29,3.75,3
216,216,1.5,1.2,1.29,2.61,2
217,217,1.5,1.2,3.69,0.8099999999999999,1
218,218,2.6399999999999997,1.77,3.36,2.88,1
219,219,3.1799999999999997,2.04,2.19,2.85,3
220,220,1.8599999999999999,1.38,2.67,2.4299999999999997,2
221,221,1.56,1.23,2.88,1.6199999999999999,2
222,222,3.42,2.16,2.4299999999999997,3.57,3
223,223,1.56,1.23,3.36,2.52,1
224,224,3.1799999999999997,2.04,2.67,3.03,3
225,225,2.34,1.6199999999999999,2.25,4.109999999999999,3
226,226,2.34,1.6199999999999999,2.37,3.51,3
227,227,2.34,1.6199999999999999,3.3899999999999997,2.13,1
228,228,2.34,1.6199999999999999,3.27,1.3499999999999999,1
229,229,2.34,1.6199999999999999,1.41,3.03,3
230,230,2.34,1.6199999999999999,1.95,2.79,3
231,231,2.34,1.6199999999999999,1.77,1.41,2
232,232,2.46,1.68,3.3899999999999997,1.29,1
233,233,2.1,1.5,1.41,1.47,2
234,234,2.46,1.68,2.19,1.89,2
235,235,1.6199999999999999,1.26,2.07,2.79,2
236,236,3.0,1.95,2.1,4.08,3
237,237,0.6599999999999999,0.78,2.19,3.03,2
238,238,0.84,0.87,1.26,3.36,2
239,239,2.82,1.8599999999999999,3.8699999999999997,3.8699999999999997,0
240,240,2.4,1.65,1.7999999999999998,3.7199999999999998,3
241,241,0.6599999999999999,0.78,1.95,2.13,2
242,242,1.68,1.29,2.4,3.7199999999999998,3
243,243,1.68,1.29,1.98,3.3,3
244,244,0.6599999999999999,0.78,1.65,2.25,2
245,245,1.68,1.29,2.4,3.0,2
246,246,2.4,1.65,1.92,4.08,3
247,247,2.4,1.65,1.98,3.42,3
248,248,1.68,1.29,2.4,2.2199999999999998,2
249,249,1.68,1.29,3.7199999999999998,2.76,1
250,250,1.68,1.29,3.1799999999999997,2.16,1
251,251,1.26,1.1099999999999999,2.31,0.87,2
252,252,0.84,0.8999999999999999,2.1,3.0,2
253,253,1.14,1.05,1.05,1.05,2
254,254,2.94,1.95,1.95,3.63,3
255,255,2.1,1.53,3.4499999999999997,2.13,1
256,256,1.08,1.02,1.74,1.2,2
257,257,2.04,1.5,3.54,2.88,1
258,258,1.5,1.23,3.57,1.05,1
259,259,1.68,1.3499999999999999,2.46,0.96,2
260,260,0.6599999999999999,0.84,2.01,3.27,2
261,261,0.6599999999999999,0.84,2.13,3.15,2
262,262,2.34,1.71,4.05,2.19,1
263,263,1.08,1.08,1.56,1.7999999999999998,2
264,264,1.92,1.5,1.56,3.1799999999999997,3
265,265,1.8599999999999999,1.47,2.13,2.37,2
266,266,1.68,1.38,2.94,3.48,3
267,267,1.08,1.08,2.52,2.58,2
268,268,0.84,0.96,0.6599999999999999,2.34,2
269,269,3.2399999999999998,2.16,4.02,3.0,1
270,270,1.14,1.1099999999999999,2.01,3.57,2
271,271,0.84,0.96,1.6199999999999999,2.04,2
272,272,1.26,1.2,1.3499999999999999,3.21,2
273,273,0.6599999999999999,0.8999999999999999,2.01,2.13,2
274,274,2.34,1.74,1.65,3.03,3
275,275,1.5,1.3199999999999998,0.75,3.21,2
276,276,2.58,1.8599999999999999,3.3899999999999997,1.3499999999999999,1
277,277,1.3199999999999998,1.23,3.12,1.38,2
278,278,2.52,1.8299999999999998,1.74,3.2399999999999998,3
279,279,3.06,2.1,4.109999999999999,4.35,0
280,280,2.1,1.6199999999999999,2.13,3.03,3
281,281,1.92,1.53,3.2399999999999998,2.58,1
282,282,1.92,1.53,0.96,1.08,2
283,283,1.5,1.3199999999999998,3.51,2.07,1
284,284,0.84,0.99,0.54,0.48,2
285,285,0.84,0.99,0.48,1.26,2
286,286,2.76,1.95,4.08,1.98,1
287,287,1.26,1.2,1.1099999999999999,2.4899999999999998,2
288,288,1.74,1.44,3.4499999999999997,2.67,1
289,289,1.26,1.2,2.85,0.63,2
290,290,1.6199999999999999,1.38,1.29,2.07,2
291,291,1.08,1.1099999999999999,2.52,0.72,2
292,292,1.5,1.3199999999999998,3.03,2.79,1
293,293,1.68,1.41,2.76,2.94,2
294,294,1.26,1.2,2.55,0.63,2
295,295,2.2199999999999998,1.68,1.77,3.21,3
296,296,1.5,1.3199999999999998,2.07,2.79,2
297,297,0.42,0.8099999999999999,1.29,2.79,2
298,298,1.7999999999999998,1.5,2.28,3.36,3
299,299,0.72,0.96,2.88,1.38,2
300,300,1.3199999999999998,1.26,0.6599999999999999,3.0,2
301,301,1.5,1.3499999999999999,1.89,1.89,2
302,302,3.12,2.16,4.26,3.54,0
303,303,0.6599999999999999,0.9299999999999999,0.57,2.13,2
304,304,1.6199999999999999,1.41,2.4899999999999998,2.19,2
305,305,1.5,1.3499999999999999,2.01,3.75,3
306,306,1.7999999999999998,1.5,1.44,3.3,3
307,307,1.26,1.23,3.27,3.03,1
308,308,4.14,2.67,3.63,3.69,0
309,309,1.5,1.3499999999999999,2.13,2.9099999999999997,2
310,310,0.0,0.6,2.04,0.8999999999999999,2
311,311,1.26,1.23,1.05,1.47,2
312,312,1.26,1.26,3.21,1.65,2
313,313,1.5,1.38,3.03,2.9099999999999997,1
314,314,3.0,2.13,4.38,4.32,0
315,315,1.02,1.14,2.4299999999999997,2.85,2
316,316,1.5,1.38,1.23,3.27,2
317,317,0.6599999999999999,0.96,1.47,2.9699999999999998,2
318,318,3.7199999999999998,2.4899999999999998,1.8599999999999999,4.02,3
319,319,1.68,1.47,1.02,3.1799999999999997,2
320,320,1.68,1.47,2.58,1.26,2
321,321,1.08,1.17,0.84,1.74,2
322,322,1.38,1.3199999999999998,3.27,2.25,1
323,323,2.1,1.68,2.4299999999999997,4.05,3
324,324,1.08,1.17,0.84,3.0,2
325,325,1.56,1.41,3.5999999999999996,2.58,1
326,326,1.14,1.2,1.77,1.05,2
327,327,1.26,1.26,2.67,0.75,2
328,328,1.26,1.26,2.4299999999999997,2.25,2
329,329,2.4,1.8299999999999998,3.2399999999999998,1.5,1
330,330,2.82,2.04,4.29,3.9899999999999998,0
331,331,1.5,1.38,0.8099999999999999,3.27,2
332,332,1.68,1.5,1.92,3.36,3
333,333,1.68,1.5,3.48,2.4,1
334,334,1.74,1.53,3.8699999999999997,2.13,1
335,335,1.92,1.6199999999999999,1.56,1.7999999999999998,2
336,336,1.98,1.65,3.8699999999999997,2.07,1
337,337,1.5,1.41,1.53,3.63,3
338,338,1.5,1.41,3.4499999999999997,2.01,1
339,339,1.5,1.41,2.25,2.9699999999999998,2
340,340,1.5,1.41,0.8099999999999999,2.55,2
341,341,1.08,1.2,3.3,3.48,1
342,342,1.08,1.2,3.1799999999999997,2.28,2
343,343,0.42,0.87,1.3499999999999999,0.27,2
344,344,1.5,1.41,1.65,1.65,2
345,345,2.1,1.71,1.1099999999999999,1.53,2
346,346,2.76,2.04,1.38,1.74,2
347,347,2.94,2.13,4.35,2.4899999999999998,1
348,348,0.6599999999999999,0.99,1.5899999999999999,1.3499999999999999,2
349,349,2.1,1.71,2.01,1.5899999999999999,2
350,350,1.08,1.2,3.12,1.2,2
351,351,1.26,1.29,3.03,3.4499999999999997,3
352,352,2.34,1.8299999999999998,2.55,2.73,3
353,353,0.3,0.8099999999999999,1.89,2.79,2
354,354,1.44,1.38,2.34,0.72,2
355,355,2.16,1.74,1.74,3.9,3
356,356,3.84,2.58,2.34,3.06,3
357,357,1.08,1.2,1.92,2.82,2
358,358,2.28,1.7999999999999998,2.52,3.12,3
359,359,3.06,2.19,2.9099999999999997,2.4899999999999998,1
360,360,1.68,1.5,2.34,2.6399999999999997,2
361,361,4.32,2.85,4.08,4.26,0
362,362,3.0,2.19,3.9,3.2399999999999998,1
363,363,1.56,1.47,3.7199999999999998,3.6599999999999997,1
364,364,2.34,1.8599999999999999,1.3499999999999999,1.8299999999999998,2
365,365,1.14,1.26,2.73,3.51,3
366,366,2.6399999999999997,2.01,2.94,3.1799999999999997,3
367,367,1.14,1.26,1.89,0.9299999999999999,2
368,368,2.1,1.74,3.69,2.4299999999999997,1
369,369,1.92,1.65,0.96,3.06,2
370,370,2.1,1.74,2.67,3.9899999999999998,3
371,371,1.14,1.26,2.13,2.4899999999999998,2
372,372,3.48,2.4299999999999997,3.6599999999999997,3.84,0
373,373,0.24,0.8099999999999999,3.0,2.28,2
374,374,1.14,1.26,2.19,2.85,2
375,375,0.6599999999999999,1.02,2.4899999999999998,3.03,2
376,376,2.94,2.16,1.71,1.8299999999999998,2
377,377,1.14,1.26,3.27,1.53,2
378,378,1.2,1.29,3.3,1.2,2
379,379,1.2,1.29,2.34,3.3,2
380,380,1.7999999999999998,1.5899999999999999,1.74,2.76,2
381,381,0.84,1.1099999999999999,0.72,1.74,2
382,382,0.84,1.1099999999999999,1.74,3.3,2
383,383,2.76,2.07,1.56,4.32,3
384,384,0.84,1.1099999999999999,1.74,1.08,2
385,385,3.1799999999999997,2.28,2.37,4.35,3
386,386,2.4,1.89,2.82,3.1799999999999997,3
387,387,3.0,2.19,2.6999999999999997,3.42,3
388,388,2.6999999999999997,2.04,1.89,2.55,3
389,389,2.1,1.74,2.19,2.07,2
390,390,0.84,1.1099999999999999,1.74,0.72,2
391,391,0.84,1.1099999999999999,1.7999999999999998,2.34,2
392,392,2.1,1.74,2.01,2.9099999999999997,3
393,393,2.76,2.07,4.38,4.02,0
394,394,2.1,1.74,2.31,2.55,2
395,395,2.82,2.1,3.15,1.95,1
396,396,2.1,1.74,3.57,3.9299999999999997,3
397,397,4.56,2.9699999999999998,2.94,2.28,0
398,398,2.1,1.74,2.4299999999999997,3.9299999999999997,3
399,399,2.1,1.74,1.41,1.8299999999999998,2
400,400,3.36,2.37,3.36,4.56,0
401,401,2.46,1.92,1.3499999999999999,3.4499999999999997,3
402,402,2.4,1.89,1.2,3.5999999999999996,3
403,403,2.4,1.89,3.5999999999999996,3.42,1
404,404,2.58,1.98,3.8699999999999997,2.31,1
405,405,3.78,2.58,2.01,4.41,3
406,406,2.1,1.74,1.29,2.9099999999999997,2
407,407,3.9,2.6399999999999997,2.4899999999999998,2.01,1
408,408,1.5,1.44,2.37,1.41,2
409,409,2.1,1.74,1.53,2.73,2
410,410,2.1,1.74,2.9099999999999997,3.9299999999999997,3
411,411,1.56,1.47,1.98,1.74,2
412,412,2.76,2.07,1.44,4.2,3
413,413,1.26,1.3199999999999998,2.31,0.87,2
414,414,1.56,1.47,1.92,2.4,2
415,415,1.26,1.3199999999999998,1.41,1.47,2
416,416,1.26,1.3199999999999998,2.61,1.3499999999999999,2
417,417,1.26,1.3199999999999998,3.33,3.15,1
418,418,1.26,1.3199999999999998,3.03,1.41,2
419,419,3.6599999999999997,2.52,4.41,3.4499999999999997,0
420,420,1.26,1.3199999999999998,2.61,3.63,3
421,421,1.26,1.3199999999999998,2.31,3.03,2
422,422,1.26,1.3199999999999998,0.99,1.3499999999999999,2
423,423,1.26,1.3199999999999998,0.75,2.9699999999999998,2
424,424,3.3,2.34,3.8699999999999997,3.3899999999999997,0
425,425,3.54,2.46,2.4299999999999997,3.63,3
426,426,1.74,1.56,3.4499999999999997,3.57,1
427,427,1.56,1.47,1.68,1.6199999999999999,2
428,428,3.84,2.61,2.82,4.2,0
429,429,1.74,1.56,2.79,3.57,3
430,430,0.42,0.8999999999999999,1.8299999999999998,0.63,2
431,431,1.74,1.56,3.69,1.05,1
432,432,2.6399999999999997,2.01,3.0,1.8599999999999999,1
433,433,2.6999999999999997,2.04,2.79,2.13,1
434,434,0.42,0.8999999999999999,0.57,2.79,2
435,435,2.28,1.8299999999999998,2.46,1.8599999999999999,2
436,436,1.56,1.47,1.68,2.52,2
437,437,1.56,1.47,1.98,2.46,2
438,438,2.52,1.95,3.42,3.42,1
439,439,2.6999999999999997,2.04,3.69,3.09,1
440,440,2.76,2.07,2.76,4.14,3
441,441,1.74,1.56,3.57,1.71,1
442,442,1.98,1.68,1.23,3.8699999999999997,3
443,443,3.0,2.19,2.34,4.02,3
444,444,2.4,1.89,3.12,3.78,3
445,445,2.76,2.07,1.38,2.6999999999999997,3
446,446,1.98,1.68,3.3899999999999997,2.55,1
447,447,1.38,1.38,0.69,2.31,2
448,448,1.74,1.56,2.85,0.9299999999999999,2
449,449,2.52,1.95,2.76,3.48,3
450,450,2.16,1.77,2.28,3.96,3
451,451,2.94,2.16,3.63,3.81,0
452,452,1.68,1.53,2.82,1.98,2
453,453,1.68,1.53,1.5,3.42,3
454,454,2.34,1.8599999999999999,3.75,3.4499999999999997,1
455,455,1.68,1.53,1.14,2.6399999999999997,2
456,456,2.52,1.95,1.68,2.46,2
457,457,1.68,1.53,2.28,2.46,2
458,458,2.52,1.95,4.2,2.46,1
459,459,1.68,1.53,3.12,3.42,3
460,460,3.48,2.4299999999999997,2.76,2.52,1
461,461,2.76,2.07,3.78,4.02,0
462,462,1.92,1.65,2.1,2.6399999999999997,2
463,463,2.58,1.98,4.17,3.21,1
464,464,1.92,1.65,3.7199999999999998,3.5999999999999996,1
465,465,1.98,1.68,2.37,3.9899999999999998,3
466,466,1.44,1.41,1.68,2.4,2
467,467,1.68,1.53,3.36,2.2199999999999998,1
468,468,1.68,1.53,0.84,3.12,2
469,469,2.58,1.98,3.27,1.71,1
470,470,1.68,1.53,0.8999999999999999,3.5999999999999996,3
471,471,1.68,1.53,2.58,3.3,3
472,472,2.58,1.98,3.27,2.73,1
473,473,2.16,1.77,4.02,3.3,1
474,474,3.84,2.61,3.54,4.74,0
475,475,3.2399999999999998,2.31,4.08,3.1799999999999997,0
476,476,3.2399999999999998,2.31,1.6199999999999999,4.2,3
477,477,3.06,2.2199999999999998,2.9099999999999997,1.89,1
478,478,2.16,1.77,1.98,1.98,2
479,479,2.76,2.07,1.5,3.36,3
480,480,0.78,1.08,2.61,2.61,2
481,481,2.94,2.16,1.95,2.19,3
482,482,1.92,1.65,3.54,3.12,1
483,483,2.34,1.8599999999999999,3.4499999999999997,2.4299999999999997,1
484,484,2.34,1.8599999999999999,4.17,1.89,1
485,485,3.0,2.19,3.54,2.58,1
486,486,2.2199999999999998,1.7999999999999998,1.53,3.51,3
487,487,3.1799999999999997,2.28,2.9099999999999997,1.71,1
488,488,2.34,1.8599999999999999,3.3899999999999997,1.3499999999999999,1
489,489,2.34,1.8599999999999999,3.81,3.57,1
490,490,2.58,1.98,2.4299999999999997,1.77,1
491,491,2.34,1.8599999999999999,3.75,1.3499999999999999,1
492,492,2.34,1.8599999999999999,3.8699999999999997,3.51,1
493,493,2.34,1.8599999999999999,2.13,2.79,3
494,494,2.34,1.8599999999999999,2.55,3.63,3
495,495,3.1799999999999997,2.28,3.33,1.77,1
496,496,2.34,1.8599999999999999,1.89,2.85,3
497,497,1.92,1.65,3.36,1.02,1
498,498,2.82,2.1,2.25,2.31,3
499,499,2.34,1.8599999999999999,2.9699999999999998,3.81,3
500,500,1.92,1.65,1.14,3.54,3
501,501,2.34,1.8599999999999999,3.4499999999999997,3.69,3
502,502,2.6999999999999997,2.04,3.21,1.89,1
503,503,2.34,1.8599999999999999,3.69,1.71,1
504,504,2.58,1.98,2.55,1.29,1
505,505,2.58,1.98,3.8699999999999997,3.15,1
506,506,2.2199999999999998,1.7999999999999998,2.13,3.21,3
507,507,2.34,1.8599999999999999,3.75,1.8299999999999998,1
508,508,2.34,1.8599999999999999,1.8299999999999998,2.13,2
509,509,2.76,2.07,3.96,2.04,1
510,510,1.5,1.44,0.87,3.63,3
511,511,1.5,1.44,2.13,1.95,2
512,512,1.5,1.44,2.07,1.47,2
513,513,1.5,1.44,0.9299999999999999,3.4499999999999997,2
514,514,1.5,1.44,3.15,0.75,2
515,515,2.2199999999999998,1.7999999999999998,3.81,3.63,1
516,516,1.5,1.44,1.47,2.67,2
517,517,1.5,1.44,1.53,1.89,2
518,518,3.96,2.67,2.76,4.56,0
519,519,1.92,1.65,2.76,2.04,2
520,520,1.92,1.65,2.6999999999999997,3.48,3
521,521,1.5,1.44,2.79,3.63,3
522,522,1.5,1.44,1.53,3.69,3
523,523,2.88,2.13,3.12,2.94,1
524,524,0.78,1.08,1.23,0.99,2
525,525,2.04,1.71,1.38,1.7999999999999998,2
526,526,2.76,2.07,3.3,3.1799999999999997,1
527,527,3.12,2.25,4.2,1.92,1
528,528,1.08,1.23,1.5,2.88,2
529,529,1.08,1.23,1.7999999999999998,1.08,2
530,530,1.08,1.23,2.16,3.48,2
531,531,1.08,1.23,3.1799999999999997,1.3199999999999998,2
532,532,1.5,1.44,2.31,2.01,2
533,533,1.08,1.23,0.6599999999999999,1.02,2
534,534,1.08,1.23,0.78,2.6999999999999997,2
535,535,1.08,1.23,2.94,3.54,3
